instance,config,ga_best,ga_ls_best,best_gain,runs
croatia_tv,Default,2208,2220,12,10
croatia_tv,Explorues,2208,2220,12,10
croatia_tv,Intensiv,2208,2220,12,10
croatia_tv,Balancuar,2208,2220,12,10
