instance,config,ga_best,ga_ls_best,best_gain,runs
spain_iptv,Default,4567,4573,6,10
spain_iptv,Explorues,4564,4573,9,10
spain_iptv,Intensiv,4567,4573,6,10
spain_iptv,Balancuar,4556,4573,17,10
