instance,config,ga_best,ga_ls_best,best_gain,runs
youtube_premium,Default,57102,57527,425,10
youtube_premium,Explorues,57429,57980,551,10
youtube_premium,Intensiv,57954,58263,309,10
youtube_premium,Balancuar,57453,57712,259,10
