instance,config,ga_best,ga_ls_best,best_gain,runs
uk_iptv,Default,5270,5284,14,10
uk_iptv,Explorues,5313,5313,0,10
uk_iptv,Intensiv,5323,5323,0,10
uk_iptv,Balancuar,5232,5255,23,10
