instance,config,ga_best,ga_ls_best,best_gain,runs
netherlands_tv,Default,2636,2636,0,10
netherlands_tv,Explorues,2636,2636,0,10
netherlands_tv,Intensiv,2636,2636,0,10
netherlands_tv,Balancuar,2636,2636,0,10
