instance,config,ga_best,ga_ls_best,best_gain,runs
singapore_pw,Default,4342,4348,6,10
singapore_pw,Explorues,4342,4348,6,10
singapore_pw,Intensiv,4342,4348,6,10
singapore_pw,Balancuar,4347,4348,1,10
