instance,config,ga_best,ga_ls_best,best_gain,runs
kosovo_tv,Default,2591,2591,0,10
kosovo_tv,Explorues,2591,2591,0,10
kosovo_tv,Intensiv,2591,2591,0,10
kosovo_tv,Balancuar,2591,2591,0,10
